ID	CNPJ	Nome Reduzido	Município	CEP	Bairro	Logradouro	Número	Complemento	Telefone	Email	Vagas Estacionamento	Coordenador Regional	Coordenador Distrital	Servidor IP	UF
1366	88212113124097	FORQUILHINHA 1	FORQUILINHA	88850000	CENTRO	AV VINTE E CINCO DE JULHO	3169		5433350100	forquilhinha@farmaciassaojoao.com.br	0	RAFAEL DIRCEU ROSA FLORENCIO	CLEITON CESAR HERNANDES DE LIMA		SC
1368	88212113124259	SANTA FE 1	SANTA FE	86770000	CENTRO	AV PRESIDENTE GETULIO VARGAS	1037		4431421968	santafe@farmaciassaojoao.com.br	5	CARINA ANTUNES BURATTI	RODRIGO DE OLIVEIRA FERREIRA	10.6.118.254	PR
1369	88212113124330	BRUSQUE 3	BRUSQUE	88357100	AGUAS CLARAS - URBANO	R AUGUSTO KLAPOTH	46		4735130554	brusque3@farmaciassaojoao.com.br	5	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.6.119.254	SC
1370	88212113124500	STO AMARO 2	SANTO AMARO DA IMPERATRIZ	88140000	CENTRO	R PREFEITO JOSE KEHRIG	5293		4840429442	stoamaroimperatriz2@farmaciassaojoao.com.br	15	REINALDO DO NASCIMENTO MARIANO	CLEITON CESAR HERNANDES DE LIMA	10.6.120.254	SC
1372	88212113124682	CAFELANDIA 1	CAFELANDIA	85415000	CENTRO	R MARECHAL RONDON	486		4531127699	cafelandia@farmaciassaojoao.com.br	13	GUILBER BRUNO MENDES	RODRIGO DE OLIVEIRA FERREIRA	10.6.122.254	PR
1373	88212113124410	JACAREZINHO 1	JACAREZINHO	86400000	CENTRO	AV GETULIO VARGAS	739		4331431810	jacarezinho@farmaciassaojoao.com.br	7	ALEX SANDER PACHECO DELFIM	RODRIGO DE OLIVEIRA FERREIRA	10.6.123.254	PR
1374	88212113124844	PENHA 1	PENHA	88385000	CENTRO	AV PREFEITO EUGENIO KRAUSE	586		4735158400	penha@farmaciassaojoao.com.br	5	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.6.124.254	SC
1375	88212113124925	IPE 1	IPE	95240000	CENTRO	R ALCIDES FOREST	1505		5437718300	ipe@farmaciassaojoao.com.br	0	RAFAEL DOS SANTOS DRUZZIAN	FABIO CHIES BALDASSO	10.6.125.254	RS
1376	88212113125069	NOVA STA RITA 2	NOVA SANTA RITA	92480000	BERTO CIRIO	AV GETULIO VARGAS	1942	LOJA 01	5130806359	novasantarita2@farmaciassaojoao.com.br	6	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.6.126.254	RS
1377	88212113125140	LIVRAMENTO 12	SANTANA DO LIVRAMENTO	97573502	CENTRO	AV ALMIRANTE TAMANDARE	248		5532450854	livramento12@farmaciassaojoao.com.br	3	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN	10.6.127.254	RS
1378	88212113125220	MARINGA 14	MARINGA	87005040	GLEBA PATRIMONIO MARINGA	AV SAO PAULO	3574		4431423014	maringa14@farmaciassaojoao.com.br	13	GRAZIELE PACHECO ROCHA	RODRIGO DE OLIVEIRA FERREIRA	10.6.128.254	PR
1379	88212113125492	BRUSQUE 4	BRUSQUE	88352201	SANTA TEREZINHA	R SANTOS DUMONT	1005		4735130558	brusque4@farmaciassaojoao.com.br	12	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.6.129.254	SC
1380	88212113125301	ARAPONGAS 4	ARAPONGAS	86703341	CONJ DEL CONDOR	R ALBATROZ REAL	32		4331423192	arapongas4@farmaciassaojoao.com.br	10	ALEX SANDER PACHECO DELFIM	RODRIGO DE OLIVEIRA FERREIRA	10.6.130.254	PR
1381	88212113126030	BAGE 6	BAGE	96415100	ESTRELA D AVILA	AV EMILIO GUILAIN	501		5331810207	bage6@farmaciassaojoao.com.br	12	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN	10.6.131.254	RS
1382	88212113125735	GUAIBA 13	GUAIBA	92728160	FLORIDA	R ADAO FOQUES	2814		5130804106	guaiba13@farmaciassaojoao.com.br	15	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS	10.6.132.254	RS
1383	88212113000959	PF URUGUAI 1	PASSO FUNDO	99010110	CENTRO	R URUGUAI	1261	LOJA 01	5433138093	pfuruguai@farmaciassaojoao.com.br	10	FABIANE POETINI LEITE	FAIS HUSEIN ABDALLA	10.6.133.254	RS
1384	88212113125654	COCAL DO SUL 1	COCAL DO SUL	88845000	CENTRO	AV DR POLIDORO SANTIAGO	705	LOJA 2 E 3	4835192199	cocaldosul@farmaciassaojoao.com.br	6	RAFAEL DIRCEU ROSA FLORENCIO	CLEITON CESAR HERNANDES DE LIMA	10.6.134.254	SC
1385	88212113125905	LAGES 5	LAGES	88509580	CORAL	AV PRIMEIRO DE MAIO	174		4935120036	lages5@farmaciassaojoao.com.br	4	MAURICIO MEZARI ZANOTTO	CLEITON CESAR HERNANDES DE LIMA	10.6.135.254	SC
1386	88212113125573	UMUARAMA 1	UMUARAMA	87502000	ZONA III	AV PARANA	5194		4437711030	umuarama@farmaciassaojoao.com.br	25	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.6.136.254	PR
1387	88212113126111	SERAFINA CORREA 2	SERAFINA CORREA	99250000	CENTRO	R OTAVIO ROCHA	341		5422450015	serafinacorrea2@farmaciassaojoao.com.br	9	TATIANE ROHRIG	TIAGO ANGELO MACHADO	10.6.137.254	RS
1388	88212113126545	APUCARANA 7	APUCARANA	86800230	CENTRO	AV CORIFEU DE AZEVEDO MARQUES	332		4331621302	apucarana7@farmaciassaojoao.com.br	11	ALEX SANDER PACHECO DELFIM	RODRIGO DE OLIVEIRA FERREIRA	10.6.138.254	PR
1389	88212113126383	ASSIS CHATEAUBRIAND2	ASSIS CHATEAUBRIAND	85935000	CENTRO	AV TUPASSI	2905		4431240131	assischateaubriand2@farmaciassaojoao.com.br	0	ADRICELI EVA LINS CLEMENTE	RODRIGO DE OLIVEIRA FERREIRA	10.6.139.254	PR
1392	88212113126200	MARINGA 15	MARINGA	87020190	ZONA 07	R PARANAGUA	279		4431423578	maringa15@farmaciassaojoao.com.br	15	GRAZIELE PACHECO ROCHA	RODRIGO DE OLIVEIRA FERREIRA	10.6.142.254	PR
1393	88212113129560	NOVO HAMBURGO 26	NOVO HAMBURGO	93425280	SANTO AFONSO	R BOLESLAU CASEMIRO KONARZWSKI	17		5130804761	novohamburgo26@farmaciassaojoao.com.br	16	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.6.143.254	RS
1394	88212113126707	CORREIA PINTO 1	CORREIA PINTO	88535000	CENTRO	AV TANCREDO NEVES	497		4935121800	correiapinto@farmaciassaojoao.com.br	5	MAURICIO MEZARI ZANOTTO	CLEITON CESAR HERNANDES DE LIMA	10.6.144.254	SC
1395	88212113127002	CACHOEIRINHA 9	CACHOEIRINHA	94940030	VILA PRINCESA IZABEL	R CAI	1627		5130804764	cachoeirinha9@farmaciassaojoao.com.br	16	BRUNA RODRIGUES DE FREITAS	LUIZ CARLOS KUHN	10.6.145.254	RS
1396	88212113126898	CANELA 5	CANELA	95680206	CENTRO	R DANTON CORREA DA SILVA	1016		5421500001	canela5@farmaciassaojoao.com.br	10	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO	10.6.146.254	RS
1397	88212113126979	CANOAS 32	CANOAS	92027033	NOSSA SENHORA DAS GRACAS	AV SANTOS FERREIRA	2737		5130804839	canoas32@farmaciassaojoao.com.br	16	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.6.147.254	RS
1398	88212113127193	GRAMADO 6	GRAMADO	95670180	CENTRO	R JOAO PETRY	45	LOJA 103	5436999586	gramado6@farmaciassaojoao.com.br	5	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO	10.6.148.254	RS
1399	88212113127355	LAJEADO 10	LAJEADO	95913176	SAO CRISTOVAO	ROD BR 386 KM	2839	LOJA 6 E 7	5433350100	lajeado10@farmaciassaojoao.com.br	0	WAGNER PAZ SCHUCK	TIAGO ANGELO MACHADO	10.6.149.254	RS
1402	88212113127517	STO ANT PATRULHA 4	SANTO ANTONIO DA PATRULHA	95500000	VERZEA	R JOAO PEDROSO DA LUZ	324		5433350100	stoantoniopatrulha4@farmaciassaojoao.com.br	16	ANDREA URRUTH DE LIMA	ANDRE LAURI MARQUES JAIME	10.6.152.254	RS
1403	88212113127789	ARROIO DO MEIO 2	ARROIO DO MEIO	95940000	CENTRO	R DR JOAO CARLOS MACHADO	981		5121320239	arroiodomeio2@farmaciassaojoao.com.br	8	WAGNER PAZ SCHUCK	TIAGO ANGELO MACHADO	10.6.153.254	RS
1404	88212113127606	SAO LOUREN DO SUL 3	SAO LOURENCO DO SUL	96170000	CENTRO	AV MARECHAL FLORIANO PEIXOTO	1740		5433350100	saolourencodosul3@farmaciassaojoao.com.br	11	DIEISSON SILVA TONDO	JULIANO PETRACA IRUZUN	10.6.154.254	RS
1405	88212113127860	SAO MIGUEL DO OESTE1	SÃO MIGUEL DO OESTE	89900000	CENTRO	R ALMIRANTE TAMANDARE	1015		5433350100	saomigueldooeste@farmaciassaojoao.com.br	8	PRISCILA MACHADO	FAIS HUSEIN ABDALLA	10.6.155.254	SC
1406	88212113128084	CRICIUMA 6	CRICIÚMA	88809340	SANTO ANTONIO	R MARIA FERNANDES ARGENTE	85		5433350101	criciuma6@farmaciassaojoao.com.br	18	RAFAEL DIRCEU ROSA FLORENCIO	CLEITON CESAR HERNANDES DE LIMA	10.6.156.254	SC
1407	88212113128246	GARUVA 1	GARUVA	89248000	CENTRO	AV CELSO RAMOS	1095		5433350100	garuva@farmaciassaojoao.com.br	14	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.6.157.254	SC
1408	88212113127940	HERVAL DOESTE 3	HERVAL DOESTE	89610000	CENTRO	R NEREU RAMOS	353		5433350100	hervaldoeste3@farmaciassaojoao.com.br	5	SAMANTHA DIAS LIMA	FAIS HUSEIN ABDALLA	10.6.158.254	SC
1409	88212113128165	LAGUNA 1	LAGUNA	88790000	CENTRO	AV ENGENHEIRO COLOMBO MACHADO SALLES	38		5433350100	laguna@farmaciassaojoao.com.br	10	MAURICIO MEZARI ZANOTTO	CLEITON CESAR HERNANDES DE LIMA	10.6.159.254	SC
1410	88212113128599	GUAIBA 11	GUAIBA	92705200	PARQUE 35	AV NESTOR DE MOURA JARDIM	507	LOJA 01	5433350100	guaiba11@farmaciassaojoao.com.br	0	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS		RS
1411	88212113128327	IGREJINHA 4	IGREJINHA	95650000	CENTRO	R DA INDEPENDENCIA	325		5433350100	igrejinha4@farmaciassaojoao.com.br	12	PATRICIA CARDOZO EITELVEIN	LUIZ CARLOS KUHN	10.6.161.254	RS
1412	88212113128408	CIANORTE 4	CIANORTE	87200248	ZONA 01	AV PARANA	261		5433350100	cianorte4@farmaciassaojoao.com.br	20	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.6.162.254	PR
1413	88212113128670	SAO JOAQUIM 1	SAO JOAQUIM	88600000	CENTRO	R MAJOR JACINTO GOULART	13		4935122000	saojoaquim@farmaciassaojoao.com.br	9	MAURICIO MEZARI ZANOTTO	CLEITON CESAR HERNANDES DE LIMA	10.6.163.254	SC
1414	88212113129137	BRACO DO NORTE 2	BRACO DO NORTE	88750000	SAO BASILIO	AV FELIPE SCHMIDT	2744		4835131804	bracodonorte2@farmaciassaojoao.com.br	10	MAURICIO MEZARI ZANOTTO	CLEITON CESAR HERNANDES DE LIMA	10.6.164.254	SC
1415	88212113129480	ARAQUARI 1	ARAQUARI	89245000	ITINGA	AV PREFEITO ALBERTO NATALINO MIQUELUTE	7000		5433350100	araquari@farmaciassaojoao.com.br	0	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.6.165.254	SC
1417	88212113129056	ROLANDIA 2	ROLANDIA	86604104	VILA OLIVEIRA	R SAGUARAGI	255		5433350101	rolandia2@farmaciassaojoao.com.br	9	ALEX SANDER PACHECO DELFIM	RODRIGO DE OLIVEIRA FERREIRA	10.6.167.254	PR
1418	88212113128912	UMUARAMA 2	UMUARAMA	87504290	ZONA V	AV ANHANGUERA	3113		4437713771	umuarama2@farmaciassaojoao.com.br	12	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.6.168.254	PR
1419	88212113129307	UMUARAMA 3	UMUARAMA	87505090	JARDIM PARAISO	AV TIRADENTES	2927		4431701017	umuarama3@farmaciassaojoao.com.br	22	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.6.169.254	PR
1420	88212113128750	STO ANT PATRULHA 3	SANTO ANTONIO DA PATRULHA	95500000	CENTRO	AV CORONEL VICTOR VILLA VERDE	271		5433350101	stoantoniodapatrulha3@farmaciassaojoao.com.br	15	ANDREA URRUTH DE LIMA	ANDRE LAURI MARQUES JAIME	10.6.170.254	RS
1421	88212113128831	PRUDENTOPOLIS 1	PRUDENTOPOLIS	84400000	CENTRO	AV SAO JOAO	310		4230801152	prudentopolis@farmaciassaojoao.com.br	9	FERNANDA PINHEIRO	RODRIGO DE OLIVEIRA FERREIRA	10.6.171.254	PR
1422	88212113129994	BAGE 7	BAGE	96400130	CENTRO	R GOMES CARNEIRO	1355		5433350100	bage7@farmaciassaojoao.com.br	0	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN		RS
1423	88212113129803	CRICIUMA 7	CRICIÚMA	88803000	MICHEL	R JOAQUIM NABUCO	1230		5433350100	criciuma7@farmaciassaojoao.com.br	15	RAFAEL DIRCEU ROSA FLORENCIO	CLEITON CESAR HERNANDES DE LIMA	10.6.173.254	SC
1424	88212113129641	FLORIPA 16	FLORIANOPOLIS	88058300	INGLESES DO RIO VERMELHO	ROD JOAO GUALBERTO SOARES	3263		5433350101	florianopolis16@farmaciassaojoao.com.br	14	TAISE DIANES AULER FRIGO	CLEITON CESAR HERNANDES DE LIMA	10.6.174.254	SC
1425	88212113129722	NAVEGANTES 4	NAVEGANTES	88370232	CENTRO	R VEREADOR NEREU LIBERATO NUNES	310	SALA 02	5433350001	navegantes4@farmaciassaojoao.com.br	14	LUANA CAMPAGNOLO	CLEITON CESAR HERNANDES DE LIMA	10.6.175.254	SC
1426	88212113130062	FAZENDA RIO GRANDE 1	FAZENDA RIO GRANDE	83823050	NACOES	AV BRASIL	2809		5433350100	fazendariogrande@farmaciassaojoao.com.br	15	FERNANDA PINHEIRO	RODRIGO DE OLIVEIRA FERREIRA	10.6.176.254	PR
1427	88212113134483	BALN PICARRAS 1	BALNEARIO PICARRAS	88380000	CENTRO	AV NEREU RAMOS	482		5433350100	balneariopicarras@farmaciassaojoao.com.br	7	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.6.177.254	SC
1428	88212113130305	LAGES 4	LAGES	88521098	GUARUJA	AV DAS TORRES	940		5433350100	lages4@farmaciassaojoao.com.br	19	MAURICIO MEZARI ZANOTTO	CLEITON CESAR HERNANDES DE LIMA	10.6.178.254	SC
1429	88212113130224	CAXIAS 69	CAXIAS DO SUL	95080440	PANAZZOLO	R FERMINO MINGHELLI	352		5433350100	caxias69@farmaciassaojoao.com.br	22	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO	10.6.179.254	RS
1430	88212113130143	BALN CAMBORIU 5	BALNEARIO CAMBORIU	88330524	CENTRO	R 1500	640	SALA 02 E 03 ESQ. 4 AV	4735141516	balcamboriu5@farmaciassaojoao.com.br	6	REINALDO DO NASCIMENTO MARIANO	CLEITON CESAR HERNANDES DE LIMA	10.6.180.254	SC
1431	88212113130577	CAXIAS 70	CAXIAS DO SUL	95076670	NOSSA SENHORA DE LOURDES	R RODRIGUES ALVES	1980		5433350100	caxiasdosul70@farmaciassaojoao.com.br	22	JAMES DE VARGAS RODRIGUES	FABIO CHIES BALDASSO	10.6.181.254	RS
1432	88212113130496	JARAGUA DO SUL 3	JARAGUÁ DO SUL	89254670	CHICO DE PAULO	R EMILIO JORGE WELDT	70	SALA 01	5433350100	jaraguadosul3@farmaciassaojoao.com.br	18	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.6.182.254	SC
1433	88212113130658	PF ZACHIA 1	PASSO FUNDO	99042480	JOSE ALEXANDRE ZACHIA	R LUIZ ERNESTO FAZOLO	191		5433350100	pfzachia@farmaciassaojoao.com.br	13	FABIANE POETINI LEITE	FAIS HUSEIN ABDALLA	10.6.183.254	RS
1434	88212113130810	ITAPOA 1	ITAPOA	89249000	ITAPEMA DO NORTE	AV ANDRE RODRIGUES DE FREITAS	1166		5433350100	itapoa@farmaciassaojoaoa.com.br	7	BRUNA CORREA MACHADO	CLEITON CESAR HERNANDES DE LIMA	10.6.184.254	SC
1435	88212113130739	MARINGA 17	MARINGA	87015001	ZONA 05	AV LUIZ TEIXEIRA MENDES DOUTOR	1770		5433350100	maringa17@farmaciassaojoao.com.br	9	GRAZIELE PACHECO ROCHA	RODRIGO DE OLIVEIRA FERREIRA	10.6.185.254	PR
1436	88212113130909	SARANDI 6 PR	SARANDI	87111001	JARDIM NOVA PAULISTA	AV MARINGA	2464		5433350100	sarandi6pr@faramaciassaojoaoa.com.br	9	CARINA ANTUNES BURATTI	RODRIGO DE OLIVEIRA FERREIRA	10.6.186.254	PR
1437	88212113131034	NAVEGANTES 5	NAVEGANTES	88370386	CENTRO	AV PREFEITO JOSE JUVENAL MAFRA	571		5433350100	navegantes5@farmaciassaojoao.com.br	18	LUANA CAMPAGNOLO	CLEITON CESAR HERNANDES DE LIMA	10.6.187.254	SC
1438	88212113131115	LONDRINA 15	LONDRINA	86046002	IGAPO	AV INGLATERRA	36		5433350100	londrina15@farmaciassaojoao.com.br	12	ALYNE YUMI KOBAYASHI	RODRIGO DE OLIVEIRA FERREIRA	10.6.188.254	PR
1439	88212113131387	STA ROSA 2	SANTA ROSA	98780803	CENTRO	R DOUTOR FRANCISCO TIMM	505	ESQUINA RUA BOA VISTA	5433350100	santarosa2@farmaciassaojoao.com.br	9	EVERTON JOSE ELEGDA	JULIANO PETRACA IRUZUN	10.6.189.254	RS
1441	88212113131468	ECOMMERCE GRAVATAI	GRAVATAI	94060510	SANTA FE	R JORGE TADEU	700	SALA 01	5433350100	gravataiecommerce@farmaciassaojoao.com.br	0	JOAO PEDRO BRAIR	JOAO PEDRO BRAIR		RS
1442	88212113034420	SAO LEOPOLDO 19	SAO LEOPOLDO	93010070	CENTRO	R CONCEICAO	769		5135541879	saoleopoldo19@farmaciassaojoao.com.br	13	NITCHELI VIER	LUIZ CARLOS KUHN	10.6.192.254	RS
1443	88212113131700	PORTAO 3	PORTÃO	93180000	CENTRO	AV BRASIL	955		5433350100	portao3@farmaciassaojoao.com.br	8	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.6.193.254	RS
1444	88212113131549	LONDRINA 17	LONDRINA	86010460	CENTRO	R GOIAS	221	SALA 01	4331422857	londrina17@farmaciassaojoao.com.br	18	ALYNE YUMI KOBAYASHI	RODRIGO DE OLIVEIRA FERREIRA	10.6.194.254	PR
1445	88212113131620	LONDRINA 19	LONDRINA	86047410	PARQUE RESIDENCIAL ALCANTARA	AV GARIBALDI DELIBERADOR	1078		5433350100	londrina19@farmaciassaojoao.com.br	10	ALYNE YUMI KOBAYASHI	RODRIGO DE OLIVEIRA FERREIRA	10.6.195.254	PR
1446	88212113132863	PORTO ALEGRE 117	PORTO ALEGRE	90520060	HIGIENOPOLIS	R CEL FEIJO	901		5433350100	portoalegre117@farmaciassaojoao.com.br	19	PATRICIA NEVES MARRANGHELLO	LARISSA TAMARA DOS SANTOS	10.6.196.254	RS
1447	88212113132278	FLORIPA 17	FLORIANOPOLIS	88056000	CACHOEIRA DO BOM JESUS	AV LUIZ BOITEUX PIAZZA	2840		5433350100	florianopolis17@farmaciassaojoao.com.br	10	TAISE DIANES AULER FRIGO	CLEITON CESAR HERNANDES DE LIMA	10.6.197.254	SC
1448	88212113131972	GUAIBA 12	GUAIBA	92707300	SANTA RITA	AV COMENDADOR ISMAEL CHAVES BARCELLOS	655		5433350100	guaiba12@farmaciassaojoao.com.br	58	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS	10.6.198.254	RS
1449	88212113131891	POMERODE 1	POMERODE	89107000	CENTRO	R LUIZ ABRY	180		5433350100	pomerode@farmaciassaojoao.com.br	11	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.6.199.254	SC
1450	88212113132006	SAPIRANGA 7	SAPIRANGA	93800238	CENTRO	AV VINTE DE SETEMBRO	3679		5130804838	sapiranga7@farmaciassaojoao.com.br	10	PATRICIA CARDOZO EITELVEIN	LUIZ CARLOS KUHN	10.6.200.254	RS
1452	88212113132359	CANOINHAS 2	CANOINHAS	89460156	CENTRO	R PAUL HARRIS	484		4735119200	canoinhas2@farmaciassaojoao.com.br	12	SAMANTHA DIAS LIMA	FAIS HUSEIN ABDALLA	10.6.202.254	SC
1453	88212113132430	REALEZA 1 PR	REALEZA	85770000	CENTRO	AV BRUNO ZUTTION	3439		5433350100	realezapr@farmaciassaojoao.com.br	12	GUILBER BRUNO MENDES	RODRIGO DE OLIVEIRA FERREIRA	10.6.203.254	PR
1454	88212113132510	SAO FRANC PAULA 3	SAO FRANCISCO DE PAULA	95400000	CENTRO	AV JULIO DE CASTILHOS	498		5433350100	saofrancisco3@farmaciassaojoao.com.br	11	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO	10.6.204.254	RS
1455	88212113132600	GRAVATAI 18	GRAVATAI	94035190	ALTOS DA BOA VISTA	R JOAO MARIA DA FONSECA	669		5130804889	gravatai18@farmaciassaojoao.com.br	4	BRUNA RODRIGUES DE FREITAS	LUIZ CARLOS KUHN	10.6.205.254	RS
1457	88212113132944	CURITIBA 5	CURITIBA	82840000	BAIRRO ALTO	R JOSE DE OLIVEIRA FRANCO	924		4140429563	curitiba5@farmaciassaojoao.com.br	10	FERNANDA PINHEIRO	RODRIGO DE OLIVEIRA FERREIRA	10.6.207.254	PR
1458	88212113132782	BALN RINCAO 1	BALNEARIO RINCAO	88828000	CENTRO	AV LEOBERTO LEAL	836		4835191410	balneariorincao@farmaciassaojoao.com.br	0	RAFAEL DIRCEU ROSA FLORENCIO	CLEITON CESAR HERNANDES DE LIMA	10.6.208.254	SC
1459	88212113133401	LONDRINA 8	LONDRINA	86050270	BELA SUICA	AV MADRE LEONIA MILITO	876	LOTE 1-2/14	5433350100	londrina8@farmaciassaojoao.com.br	16	ALYNE YUMI KOBAYASHI	RODRIGO DE OLIVEIRA FERREIRA	10.6.209.254	PR
1460	88212113133240	GUAPORE 3	GUAPORE	99200000	CENTRO	R AGILBERTO MAIA	281	SL 5 6 E 7	5437740999	guapore3@farmaciassaojoao.com.br	0	TATIANE ROHRIG	TIAGO ANGELO MACHADO	10.6.210.254	RS
1461	88212113133320	TRAMANDAI 6	TRAMANDAI	95590000	NOVA TRAMANDAI	AV MINAS GERAIS	1263	SALA 01	5121840404	tramandai6@farmaciassaojoao.com.br	0	ANDREA URRUTH DE LIMA	ANDRE LAURI MARQUES JAIME	10.6.211.254	RS
1462	88212113133169	NOVO HAMBURGO 28	NOVO HAMBURGO	93540090	HAMBURGO VELHO	R VIDAL BRASIL	2000		5135921918	novohamburgo28@farmaciassaojoao.com.br	14	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.6.212.254	RS
1463	88212113133592	FOZ DO IGUACU 9	FOZ DO IGUACU	85851110	CENTRO	AV JORGE SCHIMMELPFENG	440		4539390301	fozdoiguacu9@farmaciassaojoao.com.br	19	ADRICELI EVA LINS CLEMENTE	RODRIGO DE OLIVEIRA FERREIRA	10.6.213.254	PR
1464	88212113133673	MARINGA 16	MARINGA	87023033	JARDIM IMPERIAL II	AV DOUTOR ALEXANDRE RASGULAEFF	4635		4431423515	maringa16@farmaciassaojoao.com.br	13	GRAZIELE PACHECO ROCHA	RODRIGO DE OLIVEIRA FERREIRA	10.6.214.254	PR
1465	88212113133754	CAPAO DA CANOA 12	CAPAO DA CANOA	95555000	ZONA NOVA	AV RUDA	1170		5134161379	capaodacanoa12@farmaciassaojoao.com.br	11	PAULO XAVIER	ANDRE LAURI MARQUES JAIME	10.6.215.254	RS
1466	88212113133835	UMUARAMA 4	UMUARAMA	87502000	ZONA III	AV PARANA	7316		4431701033	umuarama4@farmaciassaojoao.com.br	18	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.6.216.254	PR
1467	88212113133916	STA TEREZ DE ITAIPU1	SANTA TEREZINHA DE ITAIPU	85875000	CENTRO	R PRIMEIRO DE MAIO	444		5433350100	staterezinhadeitaipu@farmaciassaojoao.com.br	9	ADRICELI EVA LINS CLEMENTE	RODRIGO DE OLIVEIRA FERREIRA	10.6.217.254	PR
1468	88212113134050	GRAMADO 7	GRAMADO	95670092	CENTRO	AV BORGES DE MEDEIROS	4055		5433350100	gramado7@farmaciassaojoao.com.br	0	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO		RS
1469	88212113134211	JAGUARUNA 1	JAGUARUNA	88715000	CENTRO	AV DUQUE DE CAXIAS	600		4835134501	jaguaruna@farmaciassaojoao.com.br	5	MAURICIO MEZARI ZANOTTO	CLEITON CESAR HERNANDES DE LIMA	10.6.219.254	SC
1470	88212113134130	GUAIBA 14	GUAIBA	92702490	ERMO	R SAO GERALDO	1205		5130804107	guaiba14@farmaciassaojoao.com.br	4	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS	10.6.220.254	RS
1471	88212113134300	NOVO HAMBURGO 29	NOVO HAMBURGO	93315130	OPERARIO	R ONZE DE JUNHO	410		5134111723	novohamburgo29@farmaciassaojoao.com.br	13	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.6.221.254	RS
1472	88212113134564	PALOTINA 1	PALOTINA	85950035	CENTRO	R PRESIDENTE KENNEDY	803		4431240132	palotina@farmaciassaojoao.com.br	13	RICARDO CESAR DE OLIVEIRA	RODRIGO DE OLIVEIRA FERREIRA	10.6.222.254	PR
1473	88212113134645	CANELA 6	CANELA	95686070	BOEIRA	R JOAO PESSOA	1145	SALA 01	5433350100	canela6@farmaciassaojoao.com.br	0	CAMILO MADEIRA SANTIAGO	FABIO CHIES BALDASSO		RS
1474	88212113134726	SAO SEBASTIAO CAI 2	SAO SEBASTIAO DO CAI	95760000	CENTRO	R TREZE DE MAIO	936		5130804828	saosebastiao2@farmaciaissaojoao.com.br	7	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.6.224.254	RS
1476	88212113134998	CRICIUMA 5	CRICIÚMA	88807260	SANTA LUZIA	AV UNIVERSITARIA	1609	SALA 01	4835120434	criciuma5@farmaciassaojoao.com.br	14	RAFAEL DIRCEU ROSA FLORENCIO	CLEITON CESAR HERNANDES DE LIMA	10.6.226.254	SC
1477	88212113135021	PELOTAS 28	PELOTAS	96065340	TRES VENDAS	R JOAO JACOB BAINY	1543		5433350100	pelotas28@farmaciassaojoao.com.br	0	ARON PIRES MONTEIRO	JULIANO PETRACA IRUZUN		RS
1478	88212113135293	BARRA VELHA 1	BARRA VELHA	88390000	SAO CRISTOVAO	R WALDEMAR FRANCISCO	355		4738420082	barravelha@farmaciassaojoao.com.br	10	RENATA FUJIWARA	CLEITON CESAR HERNANDES DE LIMA	10.6.228.254	SC
